date,close
01:34:30,29.00
01:35:00,29.00
01:35:30,29.00
01:36:00,29.00
01:36:30,29.00
01:37:00,29.13
01:37:30,29.93
01:38:00,30.00
01:38:30,30.00
01:39:00,30.00
01:39:30,30.00
01:40:00,30.00
01:40:30,30.00
01:41:00,30.00
01:41:30,30.00
01:42:00,30.00
01:42:30,30.00
01:43:00,30.00
01:43:30,30.00
01:44:00,29.87
01:44:30,29.00
01:45:00,29.00
01:45:30,28.27
01:46:00,28.07
01:46:30,28.00
01:47:00,28.00
01:47:30,28.00
01:48:00,27.07
01:48:30,27.00
01:49:00,27.00
01:49:30,27.00
01:50:00,27.00
01:50:30,27.00
01:51:00,27.00
01:51:30,26.93
01:52:00,27.00
01:52:30,27.00
01:53:00,27.00
01:53:30,27.00
01:54:00,27.00
01:54:30,27.00
01:55:00,27.00
01:55:30,27.00
01:56:00,27.00
01:56:30,27.00
01:57:00,27.00
01:57:30,27.00
01:58:00,27.00
01:58:30,27.00
01:59:00,27.00
01:59:30,27.00
02:00:00,27.00
02:00:30,27.00
02:01:00,27.00
02:01:30,27.00
02:02:00,27.00
02:02:30,27.00
02:03:00,27.00
02:03:30,27.00
02:04:00,27.00
02:04:30,27.00
02:05:00,27.00
02:05:30,27.00
02:06:00,27.00
02:06:30,27.00
02:07:00,27.00
02:07:30,27.00
02:08:00,27.00
02:08:30,27.00
02:09:00,27.00
02:09:30,26.80
02:10:00,26.47
02:10:30,26.53
02:11:00,26.47
02:11:30,26.93
02:12:00,26.67
02:12:30,26.53
02:13:00,26.60
02:13:30,26.80
02:14:00,26.93
02:14:30,27.00
02:15:00,27.00
02:15:30,27.00
02:16:00,27.00
02:16:30,27.00
02:17:00,27.00
02:17:30,27.00
02:18:00,27.00
02:18:30,27.00
02:19:00,27.00
02:19:30,27.00
02:20:00,27.00
02:20:30,27.00
02:21:00,27.00
02:21:30,27.00
02:22:00,27.00
02:22:30,27.07
02:23:00,27.00
02:23:30,27.00
02:24:00,27.00
02:24:30,27.00
02:25:00,27.00
02:25:30,27.00
02:26:00,27.00
02:26:30,27.00
02:27:00,27.00
02:27:30,27.00
02:28:00,27.00
02:28:30,27.00
02:29:00,27.00
02:29:30,27.00
02:30:00,27.00
02:30:30,27.00
02:31:00,27.00
02:31:30,27.00
02:32:00,27.00
02:32:30,27.00
02:33:00,27.00
02:33:30,27.00
02:34:00,27.00
02:34:30,27.00
02:35:00,27.00
02:35:30,27.00
02:36:00,27.00
02:36:30,27.00
02:37:00,27.07
02:37:30,27.00
02:38:00,27.00
02:38:30,27.00
02:39:00,27.07
02:39:30,27.00
02:40:00,27.00
02:40:30,27.00
02:41:00,27.00
02:41:30,27.00
02:42:00,27.00
02:42:30,27.00
02:43:00,27.00
02:43:30,27.00
02:44:00,27.00
02:44:30,27.00
02:45:00,27.00
02:45:30,26.67
02:46:00,26.33
02:46:30,26.27
02:47:00,26.47
02:47:30,26.60
02:48:00,26.93
02:48:30,27.00
02:49:00,27.00
02:49:30,27.00
02:50:00,27.00
02:50:30,27.00
02:51:00,27.00
02:51:30,27.00
