date,close
29,44.00
59,44.00
90,44.00
120,44.00
150,43.40
180,43.20
210,43.00
240,43.93
270,44.00
300,44.00
330,44.00
360,44.00
390,44.00
420,44.00
450,44.00
480,46.73
510,54.60
541,58.20
571,59.47
601,60.47
631,61.00
661,61.87
691,62.53
722,63.27
752,64.00
782,64.00
812,64.00
842,64.00
872,64.00
903,64.73
933,65.00
963,65.00
993,65.00
1023,65.00
1053,65.00
1084,65.00
1114,65.00
1144,65.00
1174,65.00
1204,65.00
1234,65.07
1265,66.00
1295,66.00
1325,66.00
1355,66.00
1385,66.00
1415,66.00
1446,66.00
1476,66.00
1506,66.20
1536,67.00
1566,67.00
1596,67.00
1627,67.00
1657,67.00
1687,67.00
1717,67.00
1747,67.00
1777,67.00
1808,67.20
1838,68.00
1868,68.00
1898,68.00
1928,68.00
1958,68.00
1989,68.87
2019,69.00
2049,69.00
2079,69.00
2109,69.00
2139,69.00
2170,69.00
2200,69.00
2230,69.00
2260,69.00
2290,69.00
2320,70.00
2351,70.00
2381,70.00
2411,70.00
2441,70.00
2471,70.00
2501,70.00
2532,70.00
2562,70.00
2592,70.00
2622,70.00
2652,70.00
2682,70.00
2713,70.00
2743,70.00
2773,70.00
2803,70.00
2833,70.00
2863,70.00
2894,70.00
2924,70.00
2954,70.00
2984,70.00
3014,70.00
3044,70.00
3075,70.00
3105,70.00
3135,70.00
3165,70.00
3195,70.00
3225,70.00
3256,70.00
3286,70.00
3316,70.00
3346,70.33
3376,71.00
3406,71.00
3437,71.00
3467,71.00
3497,70.00
3527,70.80
3557,71.00
3588,71.00
3618,71.00
3648,71.00
3678,71.00
3708,71.00
3738,71.00
3769,71.00
3799,71.00
3829,71.00
3859,71.00
3889,71.00
3919,71.00
3950,71.00
3980,71.00
4010,71.00
4040,71.00
4070,71.00
4100,71.00
4131,71.07
4161,71.07
4191,71.60
4221,72.00
4251,72.00
4281,72.00
4312,72.00
4342,72.00
4372,72.00
4402,72.20
4432,72.20
4462,72.00
4493,72.33
4523,72.07
4553,72.00
4583,72.00
4613,72.00
4643,72.00
4674,72.00
