date,close
29,115.27
59,114.90
90,114.59
120,114.61
150,114.47
180,114.34
210,114.23
240,114.40
270,114.27
300,114.33
330,114.40
360,114.24
390,114.40
420,118.85
450,113.86
480,114.46
510,114.63
541,114.53
571,114.21
601,113.33
631,113.25
661,114.63
691,114.99
722,114.28
752,113.88
782,113.79
812,113.61
842,114.12
872,113.80
903,113.76
933,113.22
963,112.80
993,113.03
1023,113.30
1053,112.92
1084,112.93
1114,112.59
1144,112.60
1174,112.97
1204,112.25
1234,112.87
1265,112.62
1295,112.52
1325,113.00
1355,112.80
1385,112.59
1415,112.64
1446,112.90
1476,113.27
1506,113.41
1536,113.71
1566,113.33
1596,113.10
1627,112.76
1657,113.23
1687,112.69
1717,112.66
1747,112.49
1777,112.55
1808,112.71
1838,112.93
1868,113.10
1898,112.39
1928,112.74
1958,112.50
1989,112.63
2019,112.77
2049,113.00
2079,112.93
2109,112.07
2139,112.47
2170,111.67
2200,112.74
2230,111.53
2260,111.54
2290,112.54
2320,111.77
2351,111.29
2381,111.24
2411,111.87
2441,111.55
2471,111.38
2501,111.33
2532,111.14
2562,111.33
2592,110.75
2622,110.73
2652,110.72
2682,110.88
2713,111.02
2743,110.44
2773,110.16
2803,110.72
2833,110.46
2863,110.38
2894,110.05
2924,109.63
2954,110.00
2984,110.32
3014,109.84
3044,109.88
3075,109.56
3105,109.77
3135,109.60
3165,109.84
3195,109.63
3225,109.56
3256,109.61
3286,109.30
3316,109.26
3346,108.92
3376,109.51
3406,109.75
3437,109.65
3467,109.61
3497,109.25
3527,109.19
3557,110.02
3588,109.75
3618,109.28
3648,108.87
3678,108.68
3708,108.83
3738,108.68
3769,108.53
3799,108.84
3829,108.43
3859,108.86
3889,108.45
3919,108.57
3950,107.58
3980,107.53
4010,107.41
4040,107.80
4070,107.60
4100,107.29
4131,107.49
4161,107.35
4191,107.53
4221,107.46
4251,107.77
4281,107.98
4312,107.29
4342,107.00
4372,107.05
4402,106.47
4432,107.58
4462,107.27
4493,106.97
4523,107.17
4553,106.90
4583,106.70
4613,107.33
4643,106.20
4674,106.00
