date,close
16:32:30,26.70
16:33:00,26.69
16:33:30,26.63
16:34:00,26.70
16:34:30,26.68
16:35:00,26.70
16:35:30,26.66
16:36:00,26.70
16:36:30,26.70
16:37:00,26.69
16:37:30,26.69
16:38:00,26.70
16:38:30,26.67
16:39:00,26.78
16:39:30,26.56
16:40:00,26.10
16:40:30,25.74
16:41:00,25.44
16:41:30,25.22
16:42:00,25.14
16:42:30,27.56
16:43:00,26.69
16:43:30,25.58
16:44:00,25.19
16:44:30,25.05
16:45:00,24.95
16:45:30,24.87
16:46:00,24.79
16:46:30,24.76
16:47:00,24.67
16:47:30,24.63
16:48:00,24.60
16:48:30,24.60
16:49:00,24.60
16:49:30,24.60
16:50:00,24.60
16:50:30,24.57
16:51:00,24.52
16:51:30,24.50
16:52:00,24.49
16:52:30,24.41
16:53:00,24.42
16:53:30,24.43
16:54:00,24.40
16:54:30,24.40
16:55:00,24.40
16:55:30,24.40
16:56:00,24.39
16:56:30,24.39
16:57:00,24.32
16:57:30,24.33
16:58:00,24.30
16:58:30,24.29
16:59:00,24.25
16:59:30,24.26
17:00:00,24.30
17:00:30,24.30
17:01:00,24.30
17:01:30,24.26
17:02:00,24.20
17:02:30,24.19
17:03:00,24.16
17:03:30,24.11
17:04:00,24.10
17:04:30,24.10
17:05:00,24.09
17:05:30,24.09
17:06:00,24.08
17:06:30,24.08
17:07:00,24.05
17:07:30,24.08
17:08:00,24.05
17:08:30,24.00
17:09:00,24.00
17:09:30,24.00
17:10:00,24.00
17:10:30,24.00
17:11:00,24.00
17:11:30,23.99
17:12:00,23.99
17:12:30,23.97
17:13:00,23.98
17:13:30,24.00
17:14:00,24.00
17:14:30,24.00
17:15:00,23.99
17:15:30,23.97
17:16:00,23.92
17:16:30,23.96
17:17:00,23.95
17:17:30,23.94
17:18:00,23.97
17:18:30,23.97
17:19:00,23.95
17:19:30,23.90
17:20:00,23.90
17:20:30,23.90
17:21:00,23.90
17:21:30,23.90
17:22:00,23.89
17:22:30,23.89
17:23:00,23.89
17:23:30,23.89
17:24:00,23.89
17:24:30,23.87
17:25:00,23.86
17:25:30,23.86
17:26:00,23.87
17:26:30,23.83
17:27:00,23.80
17:27:30,23.80
17:28:00,23.79
17:28:30,23.79
17:29:00,23.80
17:29:30,23.80
17:30:00,23.74
17:30:30,23.70
17:31:00,23.70
17:31:30,23.73
17:32:00,23.72
17:32:30,23.70
17:33:00,23.69
17:33:30,23.63
17:34:00,23.60
17:34:30,23.60
17:35:00,23.60
17:35:30,23.60
17:36:00,23.63
17:36:30,23.69
17:37:00,23.69
17:37:30,23.65
17:38:00,23.60
17:38:30,23.60
17:39:00,23.60
17:39:30,23.60
17:40:00,23.61
17:40:30,23.67
17:41:00,23.69
17:41:30,23.65
17:42:00,23.60
17:42:30,23.60
17:43:00,23.60
17:43:30,23.61
17:44:00,23.63
17:44:30,23.60
17:45:00,23.60
17:45:30,23.60
17:46:00,23.60
17:46:30,23.59
17:47:00,23.59
17:47:30,23.59
17:48:00,23.60
17:48:30,23.62
17:49:00,23.69
17:49:30,23.67
