date,close
16:32:30,44.00
16:33:00,44.00
16:33:30,44.00
16:34:00,44.00
16:34:30,43.40
16:35:00,43.20
16:35:30,43.00
16:36:00,43.93
16:36:30,44.00
16:37:00,44.00
16:37:30,44.00
16:38:00,44.00
16:38:30,44.00
16:39:00,44.00
16:39:30,44.00
16:40:00,46.73
16:40:30,54.60
16:41:00,58.20
16:41:30,59.47
16:42:00,60.47
16:42:30,61.00
16:43:00,61.87
16:43:30,62.53
16:44:00,63.27
16:44:30,64.00
16:45:00,64.00
16:45:30,64.00
16:46:00,64.00
16:46:30,64.00
16:47:00,64.73
16:47:30,65.00
16:48:00,65.00
16:48:30,65.00
16:49:00,65.00
16:49:30,65.00
16:50:00,65.00
16:50:30,65.00
16:51:00,65.00
16:51:30,65.00
16:52:00,65.00
16:52:30,65.07
16:53:00,66.00
16:53:30,66.00
16:54:00,66.00
16:54:30,66.00
16:55:00,66.00
16:55:30,66.00
16:56:00,66.00
16:56:30,66.00
16:57:00,66.20
16:57:30,67.00
16:58:00,67.00
16:58:30,67.00
16:59:00,67.00
16:59:30,67.00
17:00:00,67.00
17:00:30,67.00
17:01:00,67.00
17:01:30,67.00
17:02:00,67.20
17:02:30,68.00
17:03:00,68.00
17:03:30,68.00
17:04:00,68.00
17:04:30,68.00
17:05:00,68.87
17:05:30,69.00
17:06:00,69.00
17:06:30,69.00
17:07:00,69.00
17:07:30,69.00
17:08:00,69.00
17:08:30,69.00
17:09:00,69.00
17:09:30,69.00
17:10:00,69.00
17:10:30,70.00
17:11:00,70.00
17:11:30,70.00
17:12:00,70.00
17:12:30,70.00
17:13:00,70.00
17:13:30,70.00
17:14:00,70.00
17:14:30,70.00
17:15:00,70.00
17:15:30,70.00
17:16:00,70.00
17:16:30,70.00
17:17:00,70.00
17:17:30,70.00
17:18:00,70.00
17:18:30,70.00
17:19:00,70.00
17:19:30,70.00
17:20:00,70.00
17:20:30,70.00
17:21:00,70.00
17:21:30,70.00
17:22:00,70.00
17:22:30,70.00
17:23:00,70.00
17:23:30,70.00
17:24:00,70.00
17:24:30,70.00
17:25:00,70.00
17:25:30,70.00
17:26:00,70.00
17:26:30,70.00
17:27:00,70.00
17:27:30,70.33
17:28:00,71.00
17:28:30,71.00
17:29:00,71.00
17:29:30,71.00
17:30:00,70.00
17:30:30,70.80
17:31:00,71.00
17:31:30,71.00
17:32:00,71.00
17:32:30,71.00
17:33:00,71.00
17:33:30,71.00
17:34:00,71.00
17:34:30,71.00
17:35:00,71.00
17:35:30,71.00
17:36:00,71.00
17:36:30,71.00
17:37:00,71.00
17:37:30,71.00
17:38:00,71.00
17:38:30,71.00
17:39:00,71.00
17:39:30,71.00
17:40:00,71.00
17:40:30,71.07
17:41:00,71.07
17:41:30,71.60
17:42:00,72.00
17:42:30,72.00
17:43:00,72.00
17:43:30,72.00
17:44:00,72.00
17:44:30,72.00
17:45:00,72.20
17:45:30,72.20
17:46:00,72.00
17:46:30,72.33
17:47:00,72.07
17:47:30,72.00
17:48:00,72.00
17:48:30,72.00
17:49:00,72.00
17:49:30,72.00
